sessionID,time,x,y
s06,2016-09-11 07:04:35,819252.7506919019,931143.186167385
s06,2016-09-11 07:04:40,819310.5134908268,931155.0237210798
s06,2016-09-11 07:04:45,819362.3286307165,931110.021135251
s06,2016-09-11 07:06:00,820160.7641838528,931032.5453436133
s06,2016-09-11 07:06:05,820217.8727286183,931093.9202174526
s06,2016-09-11 07:06:10,820279.2393925865,931147.0507195848
s06,2016-09-11 07:06:15,820344.4746333379,931187.4719906677
s06,2016-09-11 07:06:20,820416.6810589838,931182.297446663
s06,2016-09-11 07:06:25,820490.1674120664,931180.3847175762
s06,2016-09-11 07:06:30,820571.848334101,931181.1304155882
s06,2016-09-11 07:06:35,820617.6478882208,931124.2737479364
s06,2016-09-11 07:06:40,820634.0356274974,931049.7393348794
s06,2016-09-11 07:06:45,820685.8308440917,931015.9774475838
s06,2016-09-11 07:06:50,820787.0035323668,931069.0047895624
s06,2016-09-11 07:07:19,821226.2590048928,931380.4339445345
s06,2016-09-11 07:07:24,821274.8762110579,931447.0441413131
s06,2016-09-11 07:07:29,821350.0093457936,931475.3480059402
s06,2016-09-11 07:07:34,821418.2796668569,931459.2627572645
s06,2016-09-11 07:07:39,821486.2828566548,931417.3322254806
s06,2016-09-11 07:07:44,821553.1747374362,931396.867568613
s06,2016-09-11 07:07:49,821615.271813761,931424.0587886688
s06,2016-09-11 07:07:54,821670.1242031958,931482.2496469738
s06,2016-09-11 07:07:59,821725.8675354635,931539.237772123
s06,2016-09-11 07:08:04,821784.7825628924,931586.9508872372
s06,2016-09-11 07:08:09,821853.18641763,931629.3356685075
s06,2016-09-11 07:08:14,821923.5665864241,931671.5473303045
s06,2016-09-11 07:08:19,822000.8990352638,931679.409515583
s06,2016-09-11 07:08:24,822054.1087060394,931707.3751627998
s06,2016-09-11 07:08:29,822121.8316749972,931741.9448380754
s06,2016-09-11 07:08:34,822185.5662465622,931719.5022636438
s06,2016-09-11 07:08:39,822219.4082120499,931662.557193133
s06,2016-09-11 07:08:44,822256.7131225779,931599.6856747274
s06,2016-09-11 07:08:49,822255.5158201726,931517.6863224693
s06,2016-09-11 07:08:54,822271.2947224611,931447.6992852949
s06,2016-09-11 07:08:59,822325.172334732,931403.6233213777
s06,2016-09-11 07:09:04,822402.6008728994,931412.5983052677
s06,2016-09-11 07:09:09,822485.7380743558,931441.3182226075
s06,2016-09-11 07:09:14,822570.9491078947,931470.9807994147
s06,2016-09-11 07:09:19,822654.2827076339,931501.931635757
s06,2016-09-11 07:09:24,822734.458101063,931530.9086804898
s06,2016-09-11 07:09:29,822807.5238678041,931558.2577272109
s06,2016-09-11 07:09:54,823042.7276326288,931334.101615679
s06,2016-09-11 07:09:59,823098.2078777114,931262.8874498294
s06,2016-09-11 07:10:04,823155.1635456737,931197.1674039019
s06,2016-09-11 07:10:09,823237.4437603159,931193.3388705472
s06,2016-09-11 07:10:14,823336.7991087441,931202.6359803085
s06,2016-09-11 07:10:19,823431.7253212961,931195.4491118151
s06,2016-09-11 07:10:24,823531.580121804,931199.0768683017
s06,2016-09-11 07:10:29,823626.7120528067,931182.8722433448
s06,2016-09-11 07:10:34,823720.7682756926,931154.3889197111
s06,2016-09-11 07:10:39,823804.5649876865,931111.057288574
s06,2016-09-11 07:10:45,823880.9575454923,931062.7499646284
s06,2016-09-11 07:10:50,823938.7771660299,931018.3187961364
s06,2016-09-11 07:10:55,824001.1244254885,930991.4860637202
s06,2016-09-11 07:11:00,824083.3053378081,930986.5339681134
s06,2016-09-11 07:11:05,824167.8626061603,930974.624539162
s06,2016-09-11 07:11:10,824247.1873678104,930959.79880819
s06,2016-09-11 07:11:15,824321.5730867768,930945.4053524807
s06,2016-09-11 07:11:20,824403.0687116082,930932.6374274702
s06,2016-09-11 07:11:25,824483.6742704641,930921.0715481038
s06,2016-09-11 07:11:30,824564.0839494253,930907.2726885453
s06,2016-09-11 07:11:35,824640.052993197,930888.2389117018
s06,2016-09-11 07:11:40,824705.7703672671,930843.110141879
s06,2016-09-11 07:11:45,824724.0035396921,930767.2790888967
s06,2016-09-11 07:11:50,824732.6613901989,930684.4148423271
s06,2016-09-11 07:11:55,824743.098655534,930599.1451973468
s06,2016-09-11 07:12:00,824772.6939776558,930516.6941696731
s06,2016-09-11 07:12:05,824810.7778369337,930440.2468609214
s06,2016-09-11 07:12:10,824854.5914359144,930361.0473913881
s06,2016-09-11 07:12:15,824899.391920764,930281.7611919367
s06,2016-09-11 07:12:20,824940.5430497429,930194.9219921995
s06,2016-09-11 07:12:25,824988.1090493435,930113.1434239405
s06,2016-09-11 07:12:30,825060.741119877,930056.1583317183
s06,2016-09-11 07:12:35,825144.5223310557,930012.815526722
s06,2016-09-11 07:12:40,825232.1150382981,930024.2484243191
s06,2016-09-11 07:12:45,825344.7678372748,930071.7212338457
s06,2016-09-11 07:12:50,825419.0159593388,930101.1946296259
s06,2016-09-11 07:12:55,825515.099410478,930118.6280164854
s06,2016-09-11 07:13:00,825612.4879987924,930105.5783827784
s06,2016-09-11 07:13:05,825707.90859746,930081.4533216674
s06,2016-09-11 07:13:10,825805.5001896862,930059.3860370312
s06,2016-09-11 07:13:15,825898.552497332,930030.968085744
s06,2016-09-11 07:13:20,825982.4355619005,929977.4860205441
s06,2016-09-11 07:13:25,826089.5242387503,929927.5880193743
s06,2016-09-11 07:13:30,826161.2453227835,929894.2931002467
s06,2016-09-11 07:13:35,826244.0400605681,929839.7794906739
s06,2016-09-11 07:13:40,826317.9450311093,929786.0463871779
s06,2016-09-11 07:13:45,826396.7606710624,929776.8700064253
s06,2016-09-11 07:13:50,826437.7778555918,929722.6522607445
s06,2016-09-11 07:13:55,826427.1696458221,929624.6091476865
s06,2016-09-11 07:14:00,826446.3600064367,929571.185216289
s06,2016-09-11 07:14:05,826516.4944071891,929542.525784764
s06,2016-09-11 07:14:10,826594.9346588277,929495.14007304
s06,2016-09-11 07:14:15,826654.3277460579,929423.5598222278
s06,2016-09-11 07:14:20,826704.0463733934,929343.8321318012
s06,2016-09-11 07:14:25,826762.3518399964,929271.2221537731
s06,2016-09-11 07:14:30,826826.9623510875,929225.050541711
s06,2016-09-11 07:14:35,826939.4611808998,929191.5373121183
s06,2016-09-11 07:14:40,827037.0415931577,929169.4574740911
s06,2016-09-11 07:14:45,827136.2040395457,929142.738537312
s06,2016-09-11 07:14:50,827218.3584135608,929160.254350292
s06,2016-09-11 07:14:55,827309.690538791,929191.583285653
s06,2016-09-11 07:15:00,827400.3303941507,929226.3465199461
s06,2016-09-11 07:15:05,827492.1761767142,929218.2632782599
s06,2016-09-11 07:15:10,827567.6362308315,929193.6258401768
s06,2016-09-11 07:15:15,827656.8864842071,929246.5046819416
s06,2016-09-11 07:15:20,827716.0135184303,929307.6584950108
s06,2016-09-11 07:15:25,827799.6150422702,929409.3971113842
s06,2016-09-11 07:15:30,827869.7993373349,929483.0736652324
s06,2016-09-11 07:15:35,827922.2122759,929547.0674427301
s06,2016-09-11 07:15:40,828014.2483059801,929563.7068842282
s06,2016-09-11 07:15:45,828142.3353908029,929571.5464753234
s06,2016-09-11 07:15:50,828226.9851894905,929538.2211094163
s06,2016-09-11 07:15:55,828278.3724005446,929454.9624463734
s06,2016-09-11 07:16:00,828324.7222716417,929371.0226063943
s06,2016-09-11 07:16:05,828414.508584362,929328.2449978488
s06,2016-09-11 07:16:10,828518.202459042,929330.3552694423
s06,2016-09-11 07:16:15,828621.306302866,929325.7679641536
s06,2016-09-11 07:16:20,828697.4614793914,929286.4383617025
s06,2016-09-11 07:16:25,828753.6788593684,929212.873889667
s06,2016-09-11 07:16:30,828828.856112889,929139.8871609401
s06,2016-09-11 07:16:35,828920.2197923749,929092.4664787832
s06,2016-09-11 07:16:40,829022.9206748703,929105.9059281605
s06,2016-09-11 07:16:45,829122.3605923401,929127.5050821737
s06,2016-09-11 07:16:50,829191.0744965114,929195.6782510718
s06,2016-09-11 07:16:55,829266.1214561947,929222.8016146049
s06,2016-09-11 07:17:00,829355.2105909511,929183.4503715271
s06,2016-09-11 07:17:05,829452.2862944887,929189.50833333
s06,2016-09-11 07:17:10,829541.5485193678,929242.3694965038
s06,2016-09-11 07:17:15,829628.4370792452,929313.4354947503
s06,2016-09-11 07:17:20,829715.3269199124,929384.500824478
s06,2016-09-11 07:17:25,829806.9591060868,929452.897532416
s06,2016-09-11 07:17:30,829895.4327223012,929519.3228628128
s06,2016-09-11 07:17:35,829980.1541025639,929588.3283472909
s06,2016-09-11 07:17:40,830065.9628611016,929658.3620722792
s06,2016-09-11 07:17:45,830150.7852241667,929728.4823455727
s06,2016-09-11 07:17:50,830235.3131717485,929795.2537724017
s06,2016-09-11 07:17:55,830319.8422948401,929862.0245589297
s06,2016-09-11 07:18:00,830404.3725934406,929928.7947051572
s06,2016-09-11 07:18:05,830487.7192426678,929993.4193004398
s06,2016-09-11 07:18:10,830569.7835799302,930054.7822915544
s06,2016-09-11 07:18:15,830657.8771017501,930094.2412205497
s06,2016-09-11 07:18:20,830710.6169200758,930105.3289124472
s06,2016-09-11 07:18:25,830729.1889241608,930078.9428187329
s06,2016-09-11 07:18:30,830775.0244378671,930023.1530255838
s06,2016-09-11 07:18:35,830856.6111843772,929977.7013536296
s06,2016-09-11 07:18:40,830936.3204836189,929933.539640198
s06,2016-09-11 07:18:45,830990.2551381649,929856.7869057399
s06,2016-09-11 07:18:50,831018.807166391,929774.4038590463
s06,2016-09-11 07:18:55,831030.7684254479,929673.2411725745
s06,2016-09-11 07:19:00,831045.9880779907,929575.1649802281
s06,2016-09-11 07:19:05,831060.218517154,929488.4241199568
s06,2016-09-11 07:19:10,831072.1763072438,929409.7576683448
s06,2016-09-11 07:19:15,831082.6518614544,929336.8461909574
s06,2016-09-11 07:19:20,831099.2500389041,929265.6431154972
s06,2016-09-11 07:19:25,831104.1921208696,929220.2154137846
s06,2016-09-11 07:19:30,831107.155907013,929208.7057180032
s06,2016-09-11 07:19:35,831107.6512254565,929191.790383263
s06,2016-09-11 07:19:40,831111.4072738672,929155.4657324641
s06,2016-09-11 07:19:45,831119.805185169,929115.3564570574
s06,2016-09-11 07:19:50,831125.7335794214,929081.0893458282
s06,2016-09-11 07:19:55,831135.4148709388,929044.2409503027
s06,2016-09-11 07:20:00,831153.5885813623,929013.3903915314
s06,2016-09-11 07:20:05,831172.5523921186,928980.2204223303
s06,2016-09-11 07:20:10,831199.5160660609,928936.220266677
s06,2016-09-11 07:20:15,831227.0723249125,928887.6685965178
s06,2016-09-11 07:20:20,831230.8292242498,928828.8487187382
s06,2016-09-11 07:20:25,831222.1434750678,928764.3804564169
s06,2016-09-11 07:20:30,831212.172618865,928719.1468266621
s06,2016-09-11 07:20:35,831234.8859492023,928717.1386196166
s06,2016-09-11 07:20:40,831242.8849138883,928717.5561358687
s06,2016-09-11 07:20:45,831255.9202387044,928718.6530987523
s06,2016-09-11 07:20:50,831285.546319236,928716.033549509
s06,2016-09-11 07:20:55,831315.3690815349,928726.8936544801
s06,2016-09-11 07:21:00,831346.2774962131,928750.0300615798
s06,2016-09-11 07:21:05,831379.7539154505,928768.4402483418
s06,2016-09-11 07:21:10,831417.9707909464,928784.1815858958
s06,2016-09-11 07:21:15,831440.4857853968,928802.4362037
s06,2016-09-11 07:21:20,831456.0885697599,928810.0544403051
s06,2016-09-11 07:21:25,831464.5811495287,928816.0519531444
s06,2016-09-11 07:21:30,831462.5073546311,928815.1105937925
s06,2016-09-11 07:21:35,831460.2361564366,928811.9371611355
s06,2016-09-11 07:21:40,831459.2486104788,928812.0244992971
s06,2016-09-11 07:21:45,831459.2486104788,928812.0244992971
s06,2016-09-11 07:21:50,831451.2495416682,928811.6071643648
s06,2016-09-11 07:21:55,831424.9817250972,928795.9339792589
s06,2016-09-11 07:22:00,831391.3077283427,928775.2918667118
s06,2016-09-11 07:22:05,831351.6099514645,928754.0575724808
s06,2016-09-11 07:22:10,831318.5290642325,928728.8637561053
s06,2016-09-11 07:22:15,831276.5598149439,928715.7033884744
s06,2016-09-11 07:22:20,831227.775846513,928715.5177468224
s06,2016-09-11 07:22:25,831206.4455554904,928710.6550968373
s06,2016-09-11 07:22:30,831200.028607388,928683.1034479858
s06,2016-09-11 07:22:35,831202.9920100081,928671.5938509665
s06,2016-09-11 07:22:40,831239.0372734801,928662.7830924192
s06,2016-09-11 07:22:45,831276.1686918959,928655.0009116442
s06,2016-09-11 07:22:50,831286.53810179,928648.4602280003
s06,2016-09-11 07:22:55,831278.9360405579,928618.763920187
s06,2016-09-11 07:23:00,831270.7426304054,928571.123790524
s06,2016-09-11 07:23:05,831263.8321172809,928537.9921099977
s06,2016-09-11 07:23:10,831275.0909200748,928519.0004762886
s06,2016-09-11 07:23:15,831319.8257938493,928507.1714916169
s06,2016-09-11 07:23:20,831377.102152925,928490.858932585
s06,2016-09-11 07:23:25,831442.3771283524,928474.9633683618
s06,2016-09-11 07:23:30,831498.7643410461,928459.8534376891
s06,2016-09-11 07:23:36,831529.969771028,928452.5943237562
s06,2016-09-11 07:23:41,831565.1251913486,928444.9857105804
s06,2016-09-11 07:23:46,831610.6498012091,928419.5883370345
s06,2016-09-11 07:23:51,831672.5667890441,928388.2415409852
s06,2016-09-11 07:23:56,831732.2121791691,928353.7210164703
s06,2016-09-11 07:24:01,831792.9433466289,928331.4763715668
s06,2016-09-11 07:24:06,831860.2904876494,928316.5192076848
s06,2016-09-11 07:24:11,831915.7875469201,928302.6102033509
s06,2016-09-11 07:24:16,831944.8195929974,928282.0448709708
s06,2016-09-11 07:24:21,831930.599420357,928256.3090708288
s06,2016-09-11 07:24:26,831887.5445585586,928208.3802474486
s06,2016-09-11 07:24:31,831846.0699993321,928144.5649092942
s06,2016-09-11 07:24:36,831809.3357903161,928078.0805823961
s06,2016-09-11 07:24:41,831779.4155188366,928009.8686034377
s06,2016-09-11 07:24:46,831750.6805471061,927943.8012950104
s06,2016-09-11 07:24:51,831726.1919593611,927869.4850918096
s06,2016-09-11 07:24:56,831700.3212723983,927790.7922768574
s06,2016-09-11 07:25:01,831677.6106795203,927714.0694657997
s06,2016-09-11 07:25:06,831659.6399294166,927645.9253484118
s06,2016-09-11 07:25:11,831669.5144883413,927577.5672668442
s06,2016-09-11 07:25:16,831686.2019523904,927507.4817396388
s06,2016-09-11 07:25:21,831690.6453096308,927433.9806379471
s06,2016-09-11 07:25:26,831682.5486123278,927364.9633563762
s06,2016-09-11 07:25:31,831670.7986240769,927299.643608429
s06,2016-09-11 07:25:36,831658.6537726875,927229.8599561914
s06,2016-09-11 07:25:41,831648.0888177794,927166.6850071363
s06,2016-09-11 07:25:46,831613.2347081844,927110.1579981162
s06,2016-09-11 07:25:51,831570.5808738163,927044.19845592
s06,2016-09-11 07:25:56,831532.7656145291,926976.6861064504
s06,2016-09-11 07:26:01,831533.8522237088,926910.231259705
s06,2016-09-11 07:26:06,831557.6475432306,926841.7675213367
s06,2016-09-11 07:26:11,831584.108242447,926769.6938078054
s06,2016-09-11 07:26:16,831614.8139694748,926700.6186590823
s06,2016-09-11 07:26:21,831636.3371049981,926628.9817748899
s06,2016-09-11 07:26:26,831626.0684580235,926557.9084204258
s06,2016-09-11 07:26:31,831604.840822645,926486.6800821438
s06,2016-09-11 07:26:36,831568.6065399479,926414.5301132719
s06,2016-09-11 07:26:41,831541.1595771988,926340.4780357368
s06,2016-09-11 07:26:46,831528.2258684384,926239.2737547322
s06,2016-09-11 07:26:51,831534.346621336,926162.2521511689
s06,2016-09-11 07:26:56,831570.4796714773,926064.5800241688
s06,2016-09-11 07:27:01,831645.213662067,925987.111078837
s06,2016-09-11 07:27:06,831723.7965961364,925908.1762215607
s06,2016-09-11 07:27:11,831781.8429916217,925810.8136140183
s06,2016-09-11 07:27:16,831825.9672340523,925691.0642515938
s06,2016-09-11 07:27:21,831888.0603176071,925628.2086467072
s06,2016-09-11 07:27:26,831973.4503089744,925558.7915088669
s06,2016-09-11 07:27:31,832076.3130058101,925495.6994972201
s06,2016-09-11 07:27:36,832194.2786860494,925434.6430490743
s06,2016-09-11 07:27:41,832268.3137262999,925383.0990480259
s06,2016-09-11 07:27:46,832327.4344814643,925264.2688231561
s06,2016-09-11 07:27:51,832370.6638488206,925179.462020433
s06,2016-09-11 07:27:56,832425.8317867247,925049.7345805112
s06,2016-09-11 07:28:01,832439.641124906,924958.5360470372
s06,2016-09-11 07:28:06,832406.360268536,924841.1423087544
s06,2016-09-11 07:28:11,832335.0728233438,924698.9980935231
s06,2016-09-11 07:28:16,832297.6488613398,924590.9692279967
s06,2016-09-11 07:28:21,832280.9544785721,924481.1045911992
s06,2016-09-11 07:28:26,832324.0807329649,924395.183458053
s06,2016-09-11 07:28:31,832399.683514059,924327.7542487942
s06,2016-09-11 07:28:36,832442.5142466761,924260.9782991852
s06,2016-09-11 07:28:41,832455.8252607808,924152.955105111
s06,2016-09-11 07:28:46,832468.3417629031,924013.5117260725
s06,2016-09-11 07:28:51,832473.5593159981,923915.2033357043
s06,2016-09-11 07:28:56,832436.5261146496,923777.900995722
s06,2016-09-11 07:29:01,832404.235654748,923671.6693484918
s06,2016-09-11 07:29:06,832430.2772753444,923561.3949623182
s06,2016-09-11 07:29:11,832521.6618879214,923481.320367997
s06,2016-09-11 07:29:16,832621.3344277567,923393.7624889864
s06,2016-09-11 07:29:21,832696.2339807693,923318.5209189681
s06,2016-09-11 07:29:26,832773.9859764958,923196.9150556321
s06,2016-09-11 07:29:31,832819.1688160454,923089.4420988583
s06,2016-09-11 07:29:36,832853.5975346034,923006.5400096867
s06,2016-09-11 07:29:41,832902.1347232591,922903.268133088
s61,2016-09-11 03:03:05,804050.207077906,1036006.0334897451
s61,2016-09-11 03:03:10,804036.7811207478,1035930.5323012103
s61,2016-09-11 03:03:15,804037.7168367552,1035858.3248485401
s61,2016-09-11 03:03:20,804041.3228521682,1035770.1136779822
s61,2016-09-11 03:03:25,804044.4030329525,1035687.5821400471
s61,2016-09-11 03:03:30,804048.765696445,1035608.3232922014
s61,2016-09-11 03:03:35,804052.7918239771,1035536.9820086118
s61,2016-09-11 03:03:40,804056.765343505,1035476.9152269345
s61,2016-09-11 03:03:45,804058.4470944991,1035437.3282092982
s61,2016-09-11 03:03:50,804059.403670378,1035424.8503856761
s61,2016-09-11 05:42:25,798177.5115764863,1027119.9384308178
s61,2016-09-11 05:42:30,798177.5115764863,1027119.9384308178
s61,2016-09-11 05:42:35,798177.5115764863,1027119.9384308178
s61,2016-09-11 05:42:40,798177.5115764863,1027119.9384308178
s61,2016-09-11 05:42:45,798177.5115764863,1027119.9384308178
s61,2016-09-11 05:42:50,798177.5115764863,1027119.9384308178
s61,2016-09-11 05:42:55,798177.5115764863,1027119.9384308178
s61,2016-09-11 05:43:00,798177.5115764863,1027119.9384308178
s61,2016-09-11 05:43:05,798177.5115764863,1027119.9384308178
s61,2016-09-11 05:43:10,798177.5115764863,1027119.9384308178
s61,2016-09-11 05:43:15,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:43:20,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:43:25,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:43:30,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:43:35,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:43:40,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:43:45,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:43:50,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:43:55,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:44:00,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:44:05,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:44:10,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:44:15,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:44:20,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:44:25,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:44:30,798180.6932018409,1027121.9245310705
s61,2016-09-11 05:44:35,798180.6932018409,1027121.9245310705
